Java HotSpot(TM) 64-Bit Server VM (25.111-b14) for windows-amd64 JRE (1.8.0_111-b14), built on Sep 22 2016 19:24:05 by "java_re" with MS VC++ 10.0 (VS2010)
Memory: 4k page, physical 15674836k(11331508k free), swap 16657876k(11949664k free)
CommandLine flags: -XX:InitialHeapSize=536870912 -XX:InitialTenuringThreshold=1 -XX:MaxHeapSize=536870912 -XX:MaxNewSize=1048576 -XX:MaxTenuringThreshold=1 -XX:NewSize=1048576 -XX:PretenureSizeThreshold=50 -XX:+PrintGC -XX:+PrintGCDetails -XX:+PrintGCTimeStamps -XX:+UseCompressedClassPointers -XX:+UseCompressedOops -XX:-UseLargePagesIndividualAllocation -XX:+UseSerialGC 
1.115: [GC (Allocation Failure) 1.115: [DefNew: 959K->63K(960K), 0.0011815 secs] 129998K->129442K(524224K), 0.0012117 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.118: [GC (Allocation Failure) 1.118: [DefNew: 959K->63K(960K), 0.0010726 secs] 130343K->129756K(524224K), 0.0010968 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.121: [GC (Allocation Failure) 1.121: [DefNew: 959K->63K(960K), 0.0009551 secs] 130660K->130031K(524224K), 0.0009785 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.123: [GC (Allocation Failure) 1.123: [DefNew: 959K->63K(960K), 0.0009542 secs] 130934K->130307K(524224K), 0.0009810 secs] [Times: user=0.00 sys=0.01, real=0.00 secs] 
1.126: [GC (Allocation Failure) 1.126: [DefNew: 959K->64K(960K), 0.0015655 secs] 131213K->130630K(524224K), 0.0016211 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.128: [GC (Allocation Failure) 1.128: [DefNew: 960K->63K(960K), 0.0012354 secs] 131527K->130997K(524224K), 0.0012701 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.131: [GC (Allocation Failure) 1.131: [DefNew: 959K->63K(960K), 0.0010660 secs] 131900K->131292K(524224K), 0.0010991 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.134: [GC (Allocation Failure) 1.134: [DefNew: 959K->64K(960K), 0.0009705 secs] 132192K->131582K(524224K), 0.0009947 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.136: [GC (Allocation Failure) 1.136: [DefNew: 960K->63K(960K), 0.0008622 secs] 132483K->131850K(524224K), 0.0008852 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.139: [GC (Allocation Failure) 1.139: [DefNew: 959K->63K(960K), 0.0008442 secs] 132751K->132114K(524224K), 0.0008667 secs] [Times: user=0.02 sys=0.00, real=0.00 secs] 
1.142: [GC (Allocation Failure) 1.142: [DefNew: 959K->64K(960K), 0.0011148 secs] 133019K->132401K(524224K), 0.0011592 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.144: [GC (Allocation Failure) 1.144: [DefNew: 960K->63K(960K), 0.0011461 secs] 133298K->132730K(524224K), 0.0011761 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.147: [GC (Allocation Failure) 1.147: [DefNew: 959K->63K(960K), 0.0010509 secs] 133626K->133028K(524224K), 0.0010763 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.149: [GC (Allocation Failure) 1.149: [DefNew: 959K->63K(960K), 0.0009411 secs] 133927K->133284K(524224K), 0.0009639 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.153: [GC (Allocation Failure) 1.153: [DefNew: 959K->63K(960K), 0.0008824 secs] 134185K->133539K(524224K), 0.0009038 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.156: [GC (Allocation Failure) 1.156: [DefNew: 959K->63K(960K), 0.0008938 secs] 134437K->133802K(524224K), 0.0009169 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.158: [GC (Allocation Failure) 1.158: [DefNew: 959K->63K(960K), 0.0009086 secs] 134701K->134071K(524224K), 0.0009306 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.161: [GC (Allocation Failure) 1.161: [DefNew: 959K->63K(960K), 0.0011752 secs] 134985K->134469K(524224K), 0.0012288 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.163: [GC (Allocation Failure) 1.163: [DefNew: 959K->64K(960K), 0.0012619 secs] 135373K->134834K(524224K), 0.0012938 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.167: [GC (Allocation Failure) 1.167: [DefNew: 960K->64K(960K), 0.0010572 secs] 135737K->135179K(524224K), 0.0010828 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.170: [GC (Allocation Failure) 1.170: [DefNew: 960K->64K(960K), 0.0009967 secs] 136085K->135472K(524224K), 0.0010187 secs] [Times: user=0.02 sys=0.00, real=0.00 secs] 
1.172: [GC (Allocation Failure) 1.172: [DefNew: 960K->64K(960K), 0.0008847 secs] 136383K->135749K(524224K), 0.0009066 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.176: [GC (Allocation Failure) 1.176: [DefNew: 960K->63K(960K), 0.0010306 secs] 136668K->136048K(524224K), 0.0010720 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.178: [GC (Allocation Failure) 1.178: [DefNew: 959K->64K(960K), 0.0010962 secs] 136954K->136390K(524224K), 0.0011256 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.180: [GC (Allocation Failure) 1.181: [DefNew: 960K->63K(960K), 0.0011247 secs] 137293K->136745K(524224K), 0.0011512 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.183: [GC (Allocation Failure) 1.183: [DefNew: 959K->63K(960K), 0.0010908 secs] 137654K->137050K(524224K), 0.0011133 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.186: [GC (Allocation Failure) 1.186: [DefNew: 959K->63K(960K), 0.0009522 secs] 137968K->137341K(524224K), 0.0009745 secs] [Times: user=0.02 sys=0.00, real=0.00 secs] 
1.189: [GC (Allocation Failure) 1.189: [DefNew: 959K->64K(960K), 0.0011082 secs] 138245K->137710K(524224K), 0.0011430 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.191: [GC (Allocation Failure) 1.191: [DefNew: 960K->63K(960K), 0.0011421 secs] 138616K->138035K(524224K), 0.0011706 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.194: [GC (Allocation Failure) 1.194: [DefNew: 959K->63K(960K), 0.0010044 secs] 138949K->138339K(524224K), 0.0010292 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.196: [GC (Allocation Failure) 1.196: [DefNew: 959K->64K(960K), 0.0008986 secs] 139257K->138621K(524224K), 0.0009206 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.199: [GC (Allocation Failure) 1.199: [DefNew: 960K->63K(960K), 0.0012000 secs] 139520K->139014K(524224K), 0.0012348 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.204: [GC (Allocation Failure) 1.204: [DefNew: 959K->64K(960K), 0.0010703 secs] 139918K->139315K(524224K), 0.0010957 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.206: [GC (Allocation Failure) 1.206: [DefNew: 960K->63K(960K), 0.0010979 secs] 140218K->139636K(524224K), 0.0011350 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.209: [GC (Allocation Failure) 1.209: [DefNew: 959K->64K(960K), 0.0013343 secs] 140535K->139994K(524224K), 0.0013768 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.212: [GC (Allocation Failure) 1.212: [DefNew: 960K->64K(960K), 0.0010917 secs] 140891K->140334K(524224K), 0.0011239 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.215: [GC (Allocation Failure) 1.215: [DefNew: 960K->63K(960K), 0.0010403 secs] 141233K->140643K(524224K), 0.0010654 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.218: [GC (Allocation Failure) 1.218: [DefNew: 959K->64K(960K), 0.0009722 secs] 141542K->140920K(524224K), 0.0009984 secs] [Times: user=0.02 sys=0.00, real=0.00 secs] 
1.220: [GC (Allocation Failure) 1.220: [DefNew: 960K->63K(960K), 0.0008778 secs] 141820K->141181K(524224K), 0.0009012 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.223: [GC (Allocation Failure) 1.223: [DefNew: 959K->63K(960K), 0.0011783 secs] 142082K->141547K(524224K), 0.0012271 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.225: [GC (Allocation Failure) 1.225: [DefNew: 959K->63K(960K), 0.0012456 secs] 142451K->141917K(524224K), 0.0012790 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.228: [GC (Allocation Failure) 1.228: [DefNew: 959K->64K(960K), 0.0012217 secs] 142825K->142288K(524224K), 0.0012562 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.230: [GC (Allocation Failure) 1.230: [DefNew: 960K->63K(960K), 0.0011321 secs] 143198K->142607K(524224K), 0.0011598 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.233: [GC (Allocation Failure) 1.233: [DefNew: 959K->63K(960K), 0.0009816 secs] 143520K->142907K(524224K), 0.0010050 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
1.236: [GC (Allocation Failure) 1.236: [DefNew: 959K->63K(960K), 0.0009192 secs] 143827K->143193K(524224K), 0.0009414 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.238: [GC (Allocation Failure) 1.238: [DefNew: 959K->63K(960K), 0.0008482 secs] 144118K->143477K(524224K), 0.0008690 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.241: [GC (Allocation Failure) 1.241: [DefNew: 959K->63K(960K), 0.0008835 secs] 144402K->143775K(524224K), 0.0009089 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.245: [GC (Allocation Failure) 1.245: [DefNew: 959K->64K(960K), 0.0012696 secs] 144679K->144175K(524224K), 0.0013061 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.247: [GC (Allocation Failure) 1.247: [DefNew: 960K->63K(960K), 0.0011989 secs] 145081K->144497K(524224K), 0.0012257 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.250: [GC (Allocation Failure) 1.250: [DefNew: 959K->64K(960K), 0.0011259 secs] 145403K->144824K(524224K), 0.0011578 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.253: [GC (Allocation Failure) 1.253: [DefNew: 960K->64K(960K), 0.0011886 secs] 145730K->145183K(524224K), 0.0012202 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.258: [GC (Allocation Failure) 1.258: [DefNew: 960K->64K(960K), 0.0011450 secs] 146089K->145511K(524224K), 0.0011815 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.260: [GC (Allocation Failure) 1.260: [DefNew: 960K->63K(960K), 0.0012362 secs] 146416K->145857K(524224K), 0.0012630 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.264: [GC (Allocation Failure) 1.264: [DefNew: 959K->63K(960K), 0.0011316 secs] 146764K->146177K(524224K), 0.0011595 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.267: [GC (Allocation Failure) 1.267: [DefNew: 959K->64K(960K), 0.0010626 secs] 147090K->146483K(524224K), 0.0010871 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.269: [GC (Allocation Failure) 1.269: [DefNew: 960K->64K(960K), 0.0011692 secs] 147396K->146803K(524224K), 0.0011971 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.273: [GC (Allocation Failure) 1.273: [DefNew: 960K->63K(960K), 0.0012237 secs] 147705K->147181K(524224K), 0.0012564 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.276: [GC (Allocation Failure) 1.276: [DefNew: 959K->63K(960K), 0.0011541 secs] 148083K->147518K(524224K), 0.0011786 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.279: [GC (Allocation Failure) 1.279: [DefNew: 959K->63K(960K), 0.0010771 secs] 148423K->147849K(524224K), 0.0011079 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.283: [GC (Allocation Failure) 1.283: [DefNew: 959K->63K(960K), 0.0012319 secs] 148756K->148228K(524224K), 0.0012619 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.285: [GC (Allocation Failure) 1.285: [DefNew: 959K->63K(960K), 0.0011875 secs] 149132K->148557K(524224K), 0.0012211 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.288: [GC (Allocation Failure) 1.288: [DefNew: 959K->63K(960K), 0.0010346 secs] 149459K->148869K(524224K), 0.0010577 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.290: [GC (Allocation Failure) 1.290: [DefNew: 959K->63K(960K), 0.0009964 secs] 149769K->149169K(524224K), 0.0010184 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.293: [GC (Allocation Failure) 1.293: [DefNew: 959K->64K(960K), 0.0009491 secs] 150071K->149477K(524224K), 0.0009725 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.296: [GC (Allocation Failure) 1.296: [DefNew: 960K->63K(960K), 0.0009252 secs] 150383K->149765K(524224K), 0.0009522 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.300: [GC (Allocation Failure) 1.300: [DefNew: 959K->63K(960K), 0.0012573 secs] 150673K->150174K(524224K), 0.0013041 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.303: [GC (Allocation Failure) 1.303: [DefNew: 959K->64K(960K), 0.0015701 secs] 151081K->150623K(524224K), 0.0016228 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.305: [GC (Allocation Failure) 1.305: [DefNew: 960K->64K(960K), 0.0013192 secs] 151525K->151009K(524224K), 0.0013520 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.309: [GC (Allocation Failure) 1.309: [DefNew: 960K->63K(960K), 0.0017223 secs] 151915K->151319K(524224K), 0.0017599 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.313: [GC (Allocation Failure) 1.313: [DefNew: 959K->64K(960K), 0.0014877 secs] 152219K->151739K(524224K), 0.0022902 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.316: [GC (Allocation Failure) 1.316: [DefNew: 960K->63K(960K), 0.0013052 secs] 152638K->152112K(524224K), 0.0013360 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.320: [GC (Allocation Failure) 1.320: [DefNew: 959K->63K(960K), 0.0012698 secs] 153015K->152508K(524224K), 0.0013081 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.322: [GC (Allocation Failure) 1.322: [DefNew: 959K->63K(960K), 0.0011253 secs] 153414K->152801K(524224K), 0.0011530 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.325: [GC (Allocation Failure) 1.325: [DefNew: 959K->63K(960K), 0.0010363 secs] 153705K->153127K(524224K), 0.0010643 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.327: [GC (Allocation Failure) 1.327: [DefNew: 959K->63K(960K), 0.0013520 secs] 154024K->153490K(524224K), 0.0014021 secs] [Times: user=0.02 sys=0.00, real=0.00 secs] 
1.331: [GC (Allocation Failure) 1.331: [DefNew: 959K->63K(960K), 0.0013819 secs] 154391K->153889K(524224K), 0.0014192 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.333: [GC (Allocation Failure) 1.333: [DefNew: 959K->63K(960K), 0.0011960 secs] 154792K->154194K(524224K), 0.0012231 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.337: [GC (Allocation Failure) 1.337: [DefNew: 959K->64K(960K), 0.0010860 secs] 155096K->154501K(524224K), 0.0011113 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.340: [GC (Allocation Failure) 1.340: [DefNew: 960K->63K(960K), 0.0010805 secs] 155400K->154797K(524224K), 0.0011065 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.342: [GC (Allocation Failure) 1.342: [DefNew: 959K->63K(960K), 0.0010649 secs] 155694K->155082K(524224K), 0.0011033 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
1.346: [GC (Allocation Failure) 1.346: [DefNew: 959K->64K(960K), 0.0014095 secs] 156010K->155586K(524224K), 0.0014549 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.348: [GC (Allocation Failure) 1.348: [DefNew: 960K->63K(960K), 0.0013431 secs] 156491K->155906K(524224K), 0.0013736 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.351: [GC (Allocation Failure) 1.351: [DefNew: 959K->63K(960K), 0.0010252 secs] 156812K->156200K(524224K), 0.0010555 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.354: [GC (Allocation Failure) 1.354: [DefNew: 959K->63K(960K), 0.0010110 secs] 157109K->156501K(524224K), 0.0010361 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.356: [GC (Allocation Failure) 1.356: [DefNew: 959K->63K(960K), 0.0010204 secs] 157419K->156796K(524224K), 0.0010438 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.361: [GC (Allocation Failure) 1.361: [DefNew: 959K->64K(960K), 0.0012040 secs] 157703K->157142K(524224K), 0.0012507 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.363: [GC (Allocation Failure) 1.363: [DefNew: 960K->64K(960K), 0.0010840 secs] 158053K->157449K(524224K), 0.0011105 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.366: [GC (Allocation Failure) 1.366: [DefNew: 960K->64K(960K), 0.0010728 secs] 158372K->157752K(524224K), 0.0010999 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.369: [GC (Allocation Failure) 1.369: [DefNew: 960K->63K(960K), 0.0011587 secs] 158669K->158088K(524224K), 0.0011952 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.371: [GC (Allocation Failure) 1.371: [DefNew: 959K->63K(960K), 0.0011376 secs] 159003K->158413K(524224K), 0.0011672 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.374: [GC (Allocation Failure) 1.374: [DefNew: 959K->64K(960K), 0.0010597 secs] 159329K->158739K(524224K), 0.0010862 secs] [Times: user=0.02 sys=0.00, real=0.00 secs] 
1.376: [GC (Allocation Failure) 1.376: [DefNew: 960K->63K(960K), 0.0013457 secs] 159646K->159099K(524224K), 0.0013922 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.379: [GC (Allocation Failure) 1.379: [DefNew: 959K->64K(960K), 0.0012077 secs] 160011K->159437K(524224K), 0.0012408 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.382: [GC (Allocation Failure) 1.382: [DefNew: 960K->64K(960K), 0.0011464 secs] 160354K->159773K(524224K), 0.0011743 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.385: [GC (Allocation Failure) 1.385: [DefNew: 960K->63K(960K), 0.0011128 secs] 160691K->160098K(524224K), 0.0011441 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.388: [GC (Allocation Failure) 1.388: [DefNew: 959K->63K(960K), 0.0011065 secs] 161012K->160434K(524224K), 0.0011339 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.390: [GC (Allocation Failure) 1.390: [DefNew: 959K->63K(960K), 0.0011185 secs] 161347K->160767K(524224K), 0.0011470 secs] [Times: user=0.02 sys=0.00, real=0.00 secs] 
1.394: [GC (Allocation Failure) 1.394: [DefNew: 959K->64K(960K), 0.0011823 secs] 161681K->161101K(524224K), 0.0012063 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.397: [GC (Allocation Failure) 1.397: [DefNew: 960K->63K(960K), 0.0013805 secs] 162012K->161439K(524224K), 0.0014261 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.400: [GC (Allocation Failure) 1.400: [DefNew: 959K->64K(960K), 0.0014586 secs] 162346K->161917K(524224K), 0.0015022 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.403: [GC (Allocation Failure) 1.403: [DefNew: 960K->63K(960K), 0.0014215 secs] 162824K->162279K(524224K), 0.0014523 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.406: [GC (Allocation Failure) 1.406: [DefNew: 959K->63K(960K), 0.0012385 secs] 163194K->162603K(524224K), 0.0012738 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.411: [GC (Allocation Failure) 1.411: [DefNew: 959K->63K(960K), 0.0012684 secs] 163511K->163009K(524224K), 0.0013098 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.415: [GC (Allocation Failure) 1.415: [DefNew: 959K->64K(960K), 0.0011732 secs] 163923K->163337K(524224K), 0.0012009 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.417: [GC (Allocation Failure) 1.417: [DefNew: 960K->64K(960K), 0.0010954 secs] 164259K->163651K(524224K), 0.0011230 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.420: [GC (Allocation Failure) 1.420: [DefNew: 960K->63K(960K), 0.0011071 secs] 164564K->163976K(524224K), 0.0011313 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.422: [GC (Allocation Failure) 1.422: [DefNew: 959K->63K(960K), 0.0010669 secs] 164892K->164303K(524224K), 0.0010939 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.425: [GC (Allocation Failure) 1.426: [DefNew: 959K->63K(960K), 0.0012228 secs] 165220K->164619K(524224K), 0.0012630 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.430: [GC (Allocation Failure) 1.430: [DefNew: 959K->63K(960K), 0.0013294 secs] 165521K->165064K(524224K), 0.0013617 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.432: [GC (Allocation Failure) 1.432: [DefNew: 959K->63K(960K), 0.0012784 secs] 165974K->165394K(524224K), 0.0013024 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.435: [GC (Allocation Failure) 1.435: [DefNew: 959K->64K(960K), 0.0010021 secs] 166303K->165713K(524224K), 0.0010244 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.437: [GC (Allocation Failure) 1.437: [DefNew: 960K->63K(960K), 0.0010606 secs] 166627K->166026K(524224K), 0.0010919 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.441: [GC (Allocation Failure) 1.441: [DefNew: 959K->64K(960K), 0.0012265 secs] 166930K->166393K(524224K), 0.0012604 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.444: [GC (Allocation Failure) 1.444: [DefNew: 960K->63K(960K), 0.0013331 secs] 167294K->166789K(524224K), 0.0013605 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.446: [GC (Allocation Failure) 1.446: [DefNew: 959K->63K(960K), 0.0012428 secs] 167693K->167142K(524224K), 0.0012710 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.449: [GC (Allocation Failure) 1.449: [DefNew: 959K->63K(960K), 0.0011227 secs] 168046K->167476K(524224K), 0.0011487 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.451: [GC (Allocation Failure) 1.451: [DefNew: 959K->64K(960K), 0.0011205 secs] 168379K->167799K(524224K), 0.0011453 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.455: [GC (Allocation Failure) 1.455: [DefNew: 960K->63K(960K), 0.0011464 secs] 168701K->168125K(524224K), 0.0011738 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.457: [GC (Allocation Failure) 1.457: [DefNew: 959K->64K(960K), 0.0013873 secs] 169026K->168514K(524224K), 0.0014252 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.460: [GC (Allocation Failure) 1.460: [DefNew: 960K->63K(960K), 0.0012140 secs] 169413K->168855K(524224K), 0.0012439 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.465: [GC (Allocation Failure) 1.465: [DefNew: 959K->64K(960K), 0.0013648 secs] 169759K->169217K(524224K), 0.0014030 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.467: [GC (Allocation Failure) 1.467: [DefNew: 960K->63K(960K), 0.0012616 secs] 170118K->169608K(524224K), 0.0012927 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.471: [GC (Allocation Failure) 1.471: [DefNew: 959K->63K(960K), 0.0012145 secs] 170508K->169939K(524224K), 0.0012430 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.473: [GC (Allocation Failure) 1.473: [DefNew: 959K->63K(960K), 0.0010922 secs] 170843K->170251K(524224K), 0.0011179 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.477: [GC (Allocation Failure) 1.477: [DefNew: 959K->63K(960K), 0.0015478 secs] 171159K->170688K(524224K), 0.0016034 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.481: [GC (Allocation Failure) 1.481: [DefNew: 959K->63K(960K), 0.0014555 secs] 171586K->171079K(524224K), 0.0014937 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.483: [GC (Allocation Failure) 1.483: [DefNew: 959K->64K(960K), 0.0012351 secs] 171977K->171428K(524224K), 0.0012653 secs] [Times: user=0.02 sys=0.00, real=0.00 secs] 
1.487: [GC (Allocation Failure) 1.487: [DefNew: 960K->63K(960K), 0.0011008 secs] 172334K->171725K(524224K), 0.0011267 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.489: [GC (Allocation Failure) 1.489: [DefNew: 959K->63K(960K), 0.0011550 secs] 172629K->172068K(524224K), 0.0011986 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.492: [GC (Allocation Failure) 1.492: [DefNew: 959K->64K(960K), 0.0011971 secs] 172968K->172401K(524224K), 0.0012228 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.494: [GC (Allocation Failure) 1.494: [DefNew: 960K->64K(960K), 0.0011222 secs] 173299K->172724K(524224K), 0.0011564 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.497: [GC (Allocation Failure) 1.497: [DefNew: 960K->63K(960K), 0.0011550 secs] 173631K->173080K(524224K), 0.0011835 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.501: [GC (Allocation Failure) 1.501: [DefNew: 959K->64K(960K), 0.0015934 secs] 173982K->173482K(524224K), 0.0016522 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.504: [GC (Allocation Failure) 1.504: [DefNew: 960K->63K(960K), 0.0014406 secs] 174387K->173897K(524224K), 0.0014774 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.507: [GC (Allocation Failure) 1.507: [DefNew: 959K->63K(960K), 0.0012921 secs] 174797K->174254K(524224K), 0.0013212 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.509: [GC (Allocation Failure) 1.509: [DefNew: 959K->63K(960K), 0.0015319 secs] 175156K->174556K(524224K), 0.0015752 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.512: [GC (Allocation Failure) 1.512: [DefNew: 959K->63K(960K), 0.0011102 secs] 175456K->174900K(524224K), 0.0011359 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.514: [GC (Allocation Failure) 1.514: [DefNew: 959K->63K(960K), 0.0011638 secs] 175802K->175227K(524224K), 0.0011869 secs] [Times: user=0.02 sys=0.00, real=0.00 secs] 
1.517: [GC (Allocation Failure) 1.517: [DefNew: 959K->63K(960K), 0.0011096 secs] 176127K->175551K(524224K), 0.0011316 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
